"horizon","forecast_number","window_start_index","window_end_index","origin_index","target_index","window_start_date","origin_date","target_date","actual","evaluation_included"
3,90,99,458,458,461,1996-03-01,2026-02-01,2026-05-01,0.00471799502387604,TRUE
6,1,7,366,366,372,1988-07-01,2018-06-01,2018-12-01,0.000684659112032193,TRUE
6,2,8,367,367,373,1988-08-01,2018-07-01,2019-01-01,-0.000815312080119313,TRUE
6,3,9,368,368,374,1988-09-01,2018-08-01,2019-02-01,0.00299676036717322,TRUE
6,4,10,369,369,375,1988-10-01,2018-09-01,2019-03-01,0.00377465991642811,TRUE
6,5,11,370,370,376,1988-11-01,2018-10-01,2019-04-01,0.00375262947492327,TRUE
6,6,12,371,371,377,1988-12-01,2018-11-01,2019-05-01,0.000246802827340353,TRUE
6,7,13,372,372,378,1989-01-01,2018-12-01,2019-06-01,-0.000325165670854943,TRUE
6,8,14,373,373,379,1989-02-01,2019-01-01,2019-07-01,0.00230521711037834,TRUE
6,9,15,374,374,380,1989-03-01,2019-02-01,2019-08-01,0.000914351870329178,TRUE
6,10,16,375,375,381,1989-04-01,2019-03-01,2019-09-01,0.00153766328939486,TRUE
6,11,17,376,376,382,1989-05-01,2019-04-01,2019-10-01,0.00282329305404261,TRUE
6,12,18,377,377,383,1989-06-01,2019-05-01,2019-11-01,0.00281146672606258,TRUE
6,13,19,378,378,384,1989-07-01,2019-06-01,2019-12-01,0.00290798622764932,TRUE
6,14,20,379,379,385,1989-08-01,2019-07-01,2020-01-01,0.00191982011889724,TRUE
6,15,21,380,380,386,1989-09-01,2019-08-01,2020-02-01,0.00047455810079633,TRUE
6,16,22,381,381,387,1989-10-01,2019-09-01,2020-03-01,-0.00453873192290555,TRUE
6,17,23,382,382,388,1989-11-01,2019-10-01,2020-04-01,-0.00795167851901812,TRUE
6,18,24,383,383,389,1989-12-01,2019-11-01,2020-05-01,-0.00089872894524845,TRUE
6,19,25,384,384,390,1990-01-01,2019-12-01,2020-06-01,0.00483578794500161,TRUE
6,20,26,385,385,391,1990-02-01,2020-01-01,2020-07-01,0.00508350047179906,TRUE
6,21,27,386,386,392,1990-03-01,2020-02-01,2020-08-01,0.00372439909098254,TRUE
6,22,28,387,387,393,1990-04-01,2020-03-01,2020-09-01,0.00262269725717257,TRUE
6,23,29,388,388,394,1990-05-01,2020-04-01,2020-10-01,0.00123770954999181,TRUE
6,24,30,389,389,395,1990-06-01,2020-05-01,2020-11-01,0.00227155096428522,TRUE
6,25,31,390,390,396,1990-07-01,2020-06-01,2020-12-01,0.00433689173626473,TRUE
6,26,32,391,391,397,1990-08-01,2020-07-01,2021-01-01,0.00244696462323013,TRUE
6,27,33,392,392,398,1990-09-01,2020-08-01,2021-02-01,0.0033899239327928,TRUE
6,28,34,393,393,399,1990-10-01,2020-09-01,2021-03-01,0.00522951205037714,TRUE
6,29,35,394,394,400,1990-11-01,2020-10-01,2021-04-01,0.0062192741497622,TRUE
6,30,36,395,395,401,1990-12-01,2020-11-01,2021-05-01,0.006613145296404,TRUE
6,31,37,396,396,402,1991-01-01,2020-12-01,2021-06-01,0.00842618757842128,TRUE
6,32,38,397,397,403,1991-02-01,2021-01-01,2021-07-01,0.0046041326767936,TRUE
6,33,39,398,398,404,1991-03-01,2021-02-01,2021-08-01,0.00283889213191735,TRUE
6,34,40,399,399,405,1991-04-01,2021-03-01,2021-09-01,0.00451530809997358,TRUE
6,35,41,400,400,406,1991-05-01,2021-04-01,2021-10-01,0.00959205116305295,TRUE
6,36,42,401,401,407,1991-06-01,2021-05-01,2021-11-01,0.00852978064827425,TRUE
6,37,43,402,402,408,1991-07-01,2021-06-01,2021-12-01,0.00688149863326437,TRUE
6,38,44,403,403,409,1991-08-01,2021-07-01,2022-01-01,0.0060278356705199,TRUE
6,39,45,404,404,410,1991-09-01,2021-08-01,2022-02-01,0.00690250217363975,TRUE
6,40,46,405,405,411,1991-10-01,2021-09-01,2022-03-01,0.0110946409921393,TRUE
6,41,47,406,406,412,1991-11-01,2021-10-01,2022-04-01,0.00307860751453592,TRUE
6,42,48,407,407,413,1991-12-01,2021-11-01,2022-05-01,0.0094402960946427,TRUE
6,43,49,408,408,414,1992-01-01,2021-12-01,2022-06-01,0.0124827848358358,TRUE
6,44,50,409,409,415,1992-02-01,2022-01-01,2022-07-01,-0.000149185414012543,TRUE
6,45,51,410,410,416,1992-03-01,2022-02-01,2022-08-01,0.000623718262284356,TRUE
6,46,52,411,411,417,1992-04-01,2022-03-01,2022-09-01,0.00423369798795115,TRUE
6,47,53,412,412,418,1992-05-01,2022-04-01,2022-10-01,0.00557916232264422,TRUE
6,48,54,413,413,419,1992-06-01,2022-05-01,2022-11-01,0.00261062191557038,TRUE
6,49,55,414,414,420,1992-07-01,2022-06-01,2022-12-01,0.000153944493274771,TRUE
6,50,56,415,415,421,1992-08-01,2022-07-01,2023-01-01,0.00529995299865682,TRUE
6,51,57,416,416,422,1992-09-01,2022-08-01,2023-02-01,0.00342266936550661,TRUE
6,52,58,417,417,423,1992-10-01,2022-09-01,2023-03-01,0.0012299614825535,TRUE
6,53,59,418,418,424,1992-11-01,2022-10-01,2023-04-01,0.00338699704935408,TRUE
6,54,60,419,419,425,1992-12-01,2022-11-01,2023-05-01,0.00161338517524623,TRUE
6,55,61,420,420,426,1993-01-01,2022-12-01,2023-06-01,0.00223924433484246,TRUE
6,56,62,421,421,427,1993-02-01,2023-01-01,2023-07-01,0.00195523399396347,TRUE
6,57,63,422,422,428,1993-03-01,2023-02-01,2023-08-01,0.00482405293863497,TRUE
6,58,64,423,423,429,1993-04-01,2023-03-01,2023-09-01,0.00389332659953823,TRUE
6,59,65,424,424,430,1993-05-01,2023-04-01,2023-10-01,0.00136591605894409,TRUE
6,60,66,425,425,431,1993-06-01,2023-05-01,2023-11-01,0.00146790447308742,TRUE
6,61,67,426,426,432,1993-07-01,2023-06-01,2023-12-01,0.00192255067817282,TRUE
6,62,68,427,427,433,1993-08-01,2023-07-01,2024-01-01,0.0030948913761053,TRUE
6,63,69,428,428,434,1993-09-01,2023-08-01,2024-02-01,0.00408916812862525,TRUE
6,64,70,429,429,435,1993-10-01,2023-09-01,2024-03-01,0.0044215489032835,TRUE
6,65,71,430,430,436,1993-11-01,2023-10-01,2024-04-01,0.00216832414080059,TRUE
6,66,72,431,431,437,1993-12-01,2023-11-01,2024-05-01,0.000485469461688481,TRUE
6,67,73,432,432,438,1994-01-01,2023-12-01,2024-06-01,-0.000418383989980953,TRUE
6,68,74,433,433,439,1994-02-01,2024-01-01,2024-07-01,0.00167567580897732,TRUE
6,69,75,434,434,440,1994-03-01,2024-02-01,2024-08-01,0.00157098709717562,TRUE
6,70,76,435,435,441,1994-04-01,2024-03-01,2024-09-01,0.00213106439808097,TRUE
6,71,77,436,436,442,1994-05-01,2024-04-01,2024-10-01,0.00285232670541991,TRUE
6,72,78,437,437,443,1994-06-01,2024-05-01,2024-11-01,0.00283789553580771,TRUE
6,73,79,438,438,444,1994-07-01,2024-06-01,2024-12-01,0.0033936184663732,TRUE
6,74,80,439,439,445,1994-08-01,2024-07-01,2025-01-01,0.00426351450544171,TRUE
6,75,81,440,440,446,1994-09-01,2024-08-01,2025-02-01,0.00224852906961726,TRUE
6,76,82,441,441,447,1994-10-01,2024-09-01,2025-03-01,0.000331527657446706,TRUE
6,77,83,442,442,448,1994-11-01,2024-10-01,2025-04-01,0.00161540575711605,TRUE
6,78,84,443,443,449,1994-12-01,2024-11-01,2025-05-01,0.000992320519796586,TRUE
6,79,85,444,444,450,1995-01-01,2024-12-01,2025-06-01,0.00253872468162797,TRUE
6,80,86,445,445,451,1995-02-01,2025-01-01,2025-07-01,0.00228090663893177,TRUE
6,81,87,446,446,452,1995-03-01,2025-02-01,2025-08-01,0.00347659384038312,TRUE
6,82,88,447,447,453,1995-04-01,2025-03-01,2025-09-01,0.00294655645472819,TRUE
6,83,89,448,448,454,1995-05-01,2025-04-01,2025-10-01,0,FALSE
6,84,90,449,449,455,1995-06-01,2025-05-01,2025-11-01,0.00251960682064745,FALSE
6,85,91,450,450,456,1995-07-01,2025-06-01,2025-12-01,0.0029734591724413,TRUE
6,86,92,451,451,457,1995-08-01,2025-07-01,2026-01-01,0.00170696879878296,TRUE
6,87,93,452,452,458,1995-09-01,2025-08-01,2026-02-01,0.00266647254227603,TRUE
6,88,94,453,453,459,1995-10-01,2025-09-01,2026-03-01,0.00861422910584597,TRUE
6,89,95,454,454,460,1995-11-01,2025-10-01,2026-04-01,0.0063799824074664,TRUE
6,90,96,455,455,461,1995-12-01,2025-11-01,2026-05-01,0.00471799502387604,TRUE
12,1,1,360,360,372,1988-01-01,2017-12-01,2018-12-01,0.000684659112032193,TRUE
12,2,2,361,361,373,1988-02-01,2018-01-01,2019-01-01,-0.000815312080119313,TRUE
12,3,3,362,362,374,1988-03-01,2018-02-01,2019-02-01,0.00299676036717322,TRUE
12,4,4,363,363,375,1988-04-01,2018-03-01,2019-03-01,0.00377465991642811,TRUE
12,5,5,364,364,376,1988-05-01,2018-04-01,2019-04-01,0.00375262947492327,TRUE
12,6,6,365,365,377,1988-06-01,2018-05-01,2019-05-01,0.000246802827340353,TRUE
12,7,7,366,366,378,1988-07-01,2018-06-01,2019-06-01,-0.000325165670854943,TRUE
12,8,8,367,367,379,1988-08-01,2018-07-01,2019-07-01,0.00230521711037834,TRUE
12,9,9,368,368,380,1988-09-01,2018-08-01,2019-08-01,0.000914351870329178,TRUE
12,10,10,369,369,381,1988-10-01,2018-09-01,2019-09-01,0.00153766328939486,TRUE
12,11,11,370,370,382,1988-11-01,2018-10-01,2019-10-01,0.00282329305404261,TRUE
12,12,12,371,371,383,1988-12-01,2018-11-01,2019-11-01,0.00281146672606258,TRUE
12,13,13,372,372,384,1989-01-01,2018-12-01,2019-12-01,0.00290798622764932,TRUE
12,14,14,373,373,385,1989-02-01,2019-01-01,2020-01-01,0.00191982011889724,TRUE
12,15,15,374,374,386,1989-03-01,2019-02-01,2020-02-01,0.00047455810079633,TRUE
12,16,16,375,375,387,1989-04-01,2019-03-01,2020-03-01,-0.00453873192290555,TRUE
12,17,17,376,376,388,1989-05-01,2019-04-01,2020-04-01,-0.00795167851901812,TRUE
12,18,18,377,377,389,1989-06-01,2019-05-01,2020-05-01,-0.00089872894524845,TRUE
12,19,19,378,378,390,1989-07-01,2019-06-01,2020-06-01,0.00483578794500161,TRUE
12,20,20,379,379,391,1989-08-01,2019-07-01,2020-07-01,0.00508350047179906,TRUE
12,21,21,380,380,392,1989-09-01,2019-08-01,2020-08-01,0.00372439909098254,TRUE
12,22,22,381,381,393,1989-10-01,2019-09-01,2020-09-01,0.00262269725717257,TRUE
12,23,23,382,382,394,1989-11-01,2019-10-01,2020-10-01,0.00123770954999181,TRUE
12,24,24,383,383,395,1989-12-01,2019-11-01,2020-11-01,0.00227155096428522,TRUE
12,25,25,384,384,396,1990-01-01,2019-12-01,2020-12-01,0.00433689173626473,TRUE
12,26,26,385,385,397,1990-02-01,2020-01-01,2021-01-01,0.00244696462323013,TRUE
12,27,27,386,386,398,1990-03-01,2020-02-01,2021-02-01,0.0033899239327928,TRUE
12,28,28,387,387,399,1990-04-01,2020-03-01,2021-03-01,0.00522951205037714,TRUE
12,29,29,388,388,400,1990-05-01,2020-04-01,2021-04-01,0.0062192741497622,TRUE
12,30,30,389,389,401,1990-06-01,2020-05-01,2021-05-01,0.006613145296404,TRUE
12,31,31,390,390,402,1990-07-01,2020-06-01,2021-06-01,0.00842618757842128,TRUE
12,32,32,391,391,403,1990-08-01,2020-07-01,2021-07-01,0.0046041326767936,TRUE
12,33,33,392,392,404,1990-09-01,2020-08-01,2021-08-01,0.00283889213191735,TRUE
12,34,34,393,393,405,1990-10-01,2020-09-01,2021-09-01,0.00451530809997358,TRUE
12,35,35,394,394,406,1990-11-01,2020-10-01,2021-10-01,0.00959205116305295,TRUE
12,36,36,395,395,407,1990-12-01,2020-11-01,2021-11-01,0.00852978064827425,TRUE
12,37,37,396,396,408,1991-01-01,2020-12-01,2021-12-01,0.00688149863326437,TRUE
12,38,38,397,397,409,1991-02-01,2021-01-01,2022-01-01,0.0060278356705199,TRUE
12,39,39,398,398,410,1991-03-01,2021-02-01,2022-02-01,0.00690250217363975,TRUE
12,40,40,399,399,411,1991-04-01,2021-03-01,2022-03-01,0.0110946409921393,TRUE
12,41,41,400,400,412,1991-05-01,2021-04-01,2022-04-01,0.00307860751453592,TRUE
12,42,42,401,401,413,1991-06-01,2021-05-01,2022-05-01,0.0094402960946427,TRUE
12,43,43,402,402,414,1991-07-01,2021-06-01,2022-06-01,0.0124827848358358,TRUE
12,44,44,403,403,415,1991-08-01,2021-07-01,2022-07-01,-0.000149185414012543,TRUE
12,45,45,404,404,416,1991-09-01,2021-08-01,2022-08-01,0.000623718262284356,TRUE
12,46,46,405,405,417,1991-10-01,2021-09-01,2022-09-01,0.00423369798795115,TRUE
12,47,47,406,406,418,1991-11-01,2021-10-01,2022-10-01,0.00557916232264422,TRUE
12,48,48,407,407,419,1991-12-01,2021-11-01,2022-11-01,0.00261062191557038,TRUE
12,49,49,408,408,420,1992-01-01,2021-12-01,2022-12-01,0.000153944493274771,TRUE
12,50,50,409,409,421,1992-02-01,2022-01-01,2023-01-01,0.00529995299865682,TRUE
12,51,51,410,410,422,1992-03-01,2022-02-01,2023-02-01,0.00342266936550661,TRUE
12,52,52,411,411,423,1992-04-01,2022-03-01,2023-03-01,0.0012299614825535,TRUE
12,53,53,412,412,424,1992-05-01,2022-04-01,2023-04-01,0.00338699704935408,TRUE
12,54,54,413,413,425,1992-06-01,2022-05-01,2023-05-01,0.00161338517524623,TRUE
12,55,55,414,414,426,1992-07-01,2022-06-01,2023-06-01,0.00223924433484246,TRUE
12,56,56,415,415,427,1992-08-01,2022-07-01,2023-07-01,0.00195523399396347,TRUE
12,57,57,416,416,428,1992-09-01,2022-08-01,2023-08-01,0.00482405293863497,TRUE
12,58,58,417,417,429,1992-10-01,2022-09-01,2023-09-01,0.00389332659953823,TRUE
12,59,59,418,418,430,1992-11-01,2022-10-01,2023-10-01,0.00136591605894409,TRUE
12,60,60,419,419,431,1992-12-01,2022-11-01,2023-11-01,0.00146790447308742,TRUE
12,61,61,420,420,432,1993-01-01,2022-12-01,2023-12-01,0.00192255067817282,TRUE
12,62,62,421,421,433,1993-02-01,2023-01-01,2024-01-01,0.0030948913761053,TRUE
12,63,63,422,422,434,1993-03-01,2023-02-01,2024-02-01,0.00408916812862525,TRUE
12,64,64,423,423,435,1993-04-01,2023-03-01,2024-03-01,0.0044215489032835,TRUE
12,65,65,424,424,436,1993-05-01,2023-04-01,2024-04-01,0.00216832414080059,TRUE
12,66,66,425,425,437,1993-06-01,2023-05-01,2024-05-01,0.000485469461688481,TRUE
12,67,67,426,426,438,1993-07-01,2023-06-01,2024-06-01,-0.000418383989980953,TRUE
12,68,68,427,427,439,1993-08-01,2023-07-01,2024-07-01,0.00167567580897732,TRUE
12,69,69,428,428,440,1993-09-01,2023-08-01,2024-08-01,0.00157098709717562,TRUE
12,70,70,429,429,441,1993-10-01,2023-09-01,2024-09-01,0.00213106439808097,TRUE
12,71,71,430,430,442,1993-11-01,2023-10-01,2024-10-01,0.00285232670541991,TRUE
12,72,72,431,431,443,1993-12-01,2023-11-01,2024-11-01,0.00283789553580771,TRUE
12,73,73,432,432,444,1994-01-01,2023-12-01,2024-12-01,0.0033936184663732,TRUE
12,74,74,433,433,445,1994-02-01,2024-01-01,2025-01-01,0.00426351450544171,TRUE
12,75,75,434,434,446,1994-03-01,2024-02-01,2025-02-01,0.00224852906961726,TRUE
12,76,76,435,435,447,1994-04-01,2024-03-01,2025-03-01,0.000331527657446706,TRUE
12,77,77,436,436,448,1994-05-01,2024-04-01,2025-04-01,0.00161540575711605,TRUE
12,78,78,437,437,449,1994-06-01,2024-05-01,2025-05-01,0.000992320519796586,TRUE
12,79,79,438,438,450,1994-07-01,2024-06-01,2025-06-01,0.00253872468162797,TRUE
12,80,80,439,439,451,1994-08-01,2024-07-01,2025-07-01,0.00228090663893177,TRUE
12,81,81,440,440,452,1994-09-01,2024-08-01,2025-08-01,0.00347659384038312,TRUE
12,82,82,441,441,453,1994-10-01,2024-09-01,2025-09-01,0.00294655645472819,TRUE
12,83,83,442,442,454,1994-11-01,2024-10-01,2025-10-01,0,FALSE
12,84,84,443,443,455,1994-12-01,2024-11-01,2025-11-01,0.00251960682064745,FALSE
12,85,85,444,444,456,1995-01-01,2024-12-01,2025-12-01,0.0029734591724413,TRUE
12,86,86,445,445,457,1995-02-01,2025-01-01,2026-01-01,0.00170696879878296,TRUE
12,87,87,446,446,458,1995-03-01,2025-02-01,2026-02-01,0.00266647254227603,TRUE
12,88,88,447,447,459,1995-04-01,2025-03-01,2026-03-01,0.00861422910584597,TRUE
12,89,89,448,448,460,1995-05-01,2025-04-01,2026-04-01,0.0063799824074664,TRUE
12,90,90,449,449,461,1995-06-01,2025-05-01,2026-05-01,0.00471799502387604,TRUE
