"horizon","model","model_family","n_evaluation","RMSE","MAE","bias","correlation","benchmark_RMSE","benchmark_MAE","relative_RMSE","relative_MAE","RMSE_rank","MAE_rank"
1,"XGBoost","Boosting",88,1.28435074437108,0.352287980096827,0.000266376615300863,-0.111707648898049,1.66392198243679,0.459090909090909,0.771881589358035,0.767359956646555,1,2
1,"RandomForest","Tree",88,1.30063386217892,0.352157575757576,-0.0129829545454547,-0.101686178161651,1.66392198243679,0.459090909090909,0.781667575708183,0.76707590759076,2,1
1,"BorutaRF","FeatureSelection+Tree",88,1.31063699081989,0.355771843434344,0.00398087121212097,-0.0887674898424148,1.66392198243679,0.459090909090909,0.787679353151214,0.774948569856987,3,3
1,"Ensemble_Mean","Ensemble",88,1.64241902271529,0.42016600609726,-0.0750759326538556,-0.10687600685603,1.66392198243679,0.459090909090909,0.987076942339564,0.915213082588091,4,5
1,"Ensemble_InvRMSE","Ensemble",88,1.64454292018344,0.417662419892837,-0.0734748333913107,-0.107557475699647,1.66392198243679,0.459090909090909,0.988353382876183,0.909759726499249,5,4
1,"RW","Baseline",88,1.66392198243679,0.459090909090909,1.00916695382167e-17,0.0113472037774826,1.66392198243679,0.459090909090909,1,1,6,7
1,"Ensemble_Median","Ensemble",88,1.82186757035691,0.441289748689046,-0.103418144675716,-0.124095791218532,1.66392198243679,0.459090909090909,1.09492367405881,0.961225195164258,7,6
1,"LASSO","Regularization",88,1.87106336862121,0.552064929403154,-0.0979029358409404,-0.127940955986708,1.66392198243679,0.459090909090909,1.1244898428958,1.20251766800687,8,9
1,"ElasticNet","Regularization",88,1.92118987362866,0.564164184441177,-0.117242044884687,-0.14454201883304,1.66392198243679,0.459090909090909,1.15461535691422,1.22887248096098,9,10
1,"Factor","Factor",88,1.9918089215137,0.592332857294781,-0.0568613268455952,-0.0113707786266042,1.66392198243679,0.459090909090909,1.19705667846081,1.29022998618665,10,12
1,"AR(4)","Baseline",88,1.99438849970877,0.565348912956085,-0.231495917447364,-0.203382450500045,1.66392198243679,0.459090909090909,1.19860697842817,1.23145307772613,11,11
1,"Ridge","Regularization",88,2.05449473741873,0.488999748446485,-0.163445462148081,-0.13557905960012,1.66392198243679,0.459090909090909,1.2347302091712,1.06514796691314,12,8
3,"XGBoost","Boosting",88,1.1885577233891,0.330352135076696,0.0112679838160561,-0.0693115557311171,1.70093557143762,0.479545454545455,0.698767045235313,0.688885968880313,1,1
3,"BorutaRF","FeatureSelection+Tree",88,1.21375162357678,0.359946717171717,0.0164465909090909,-0.120963617465889,1.70093557143762,0.479545454545455,0.713578835058947,0.750599789362823,2,3
3,"Ridge","Regularization",88,1.22792849617772,0.35555317804968,-0.0263219167545174,-0.147799402895671,1.70093557143762,0.479545454545455,0.721913584968937,0.741437906833457,3,2
3,"Ensemble_Median","Ensemble",88,1.23832508574802,0.363803598006741,-0.0319601780073694,-0.170668548835953,1.70093557143762,0.479545454545455,0.728025862085651,0.758642574042493,4,4
3,"RandomForest","Tree",88,1.25008138964185,0.40756240530303,-0.0860860164141413,-0.180559550413591,1.70093557143762,0.479545454545455,0.734937531223062,0.849893167456556,5,6
3,"Factor","Factor",88,1.297462173979,0.37396712936136,-0.0455127413715697,-0.0471600695056734,1.70093557143762,0.479545454545455,0.762793250823951,0.779836667862552,6,5
3,"AR(4)","Baseline",88,1.3504568485334,0.441313100693713,-0.0812338743541877,-0.14203775643345,1.70093557143762,0.479545454545455,0.79394944241892,0.92027376447978,7,9
3,"Ensemble_Mean","Ensemble",88,1.41807657071199,0.419305532174626,-0.0861391269550638,-0.126384467570027,1.70093557143762,0.479545454545455,0.833703871283873,0.874381204534765,8,7
3,"Ensemble_InvRMSE","Ensemble",88,1.41872970450094,0.420343073405677,-0.0870472156081467,-0.127425821442667,1.70093557143762,0.479545454545455,0.834087856309475,0.876544797623214,9,8
3,"RW","Baseline",88,1.70093557143762,0.479545454545455,0,-0.0332106044818835,1.70093557143762,0.479545454545455,1,1,10,10
3,"ElasticNet","Regularization",88,2.36287237573205,0.598941351507769,-0.263770578842846,-0.123746019855691,1.70093557143762,0.479545454545455,1.38916042171719,1.24897722589298,11,11
3,"LASSO","Regularization",88,2.41563493914813,0.636612376409876,-0.300041589583459,-0.13948130190959,1.70093557143762,0.479545454545455,1.42018015244778,1.32753291763197,12,12
6,"XGBoost","Boosting",88,1.1953952718896,0.350541920354854,0.0125392267626012,-0.00415360700525577,1.72224747456234,0.547727272727273,0.694090303249462,0.639993547535834,1,1
6,"RandomForest","Tree",88,1.20255909701125,0.362286047979798,-0.0369326388888889,-0.0375309584121816,1.72224747456234,0.547727272727273,0.698249882652225,0.661435108344859,2,2
6,"BorutaRF","FeatureSelection+Tree",88,1.20788427707625,0.399809974747475,0.0187284722222223,0.0326400898014353,1.72224747456234,0.547727272727273,0.701341877353135,0.729943522360535,3,5
6,"Ridge","Regularization",88,1.23715047340657,0.380075073811115,0.0034670196764587,-0.0671351274315024,1.72224747456234,0.547727272727273,0.718334903478928,0.693912997829422,4,4
6,"Ensemble_Median","Ensemble",88,1.24476283804571,0.373664337687821,0.0184618315313671,-0.0526632329996732,1.72224747456234,0.547727272727273,0.722754921363453,0.682208749305565,5,3
6,"Ensemble_Mean","Ensemble",88,1.334746398798,0.43028820714103,-0.0280142752500681,-0.0547159962331262,1.72224747456234,0.547727272727273,0.775002674419472,0.785588427975324,6,8
6,"Ensemble_InvRMSE","Ensemble",88,1.33480998816889,0.429799061641324,-0.0296531053947577,-0.0544821689576083,1.72224747456234,0.547727272727273,0.775039596738612,0.78469538224972,7,7
6,"AR(4)","Baseline",88,1.34837432455768,0.442414960520751,-0.0108806449365864,-0.0592065041791007,1.72224747456234,0.547727272727273,0.782915547546576,0.807728558627097,8,9
6,"Factor","Factor",88,1.35230255017587,0.417947645005675,-0.00704475463676706,-0.0602849940085119,1.72224747456234,0.547727272727273,0.785196419300609,0.763057941089198,9,6
6,"LASSO","Regularization",88,1.55965605282864,0.560523933804477,-0.0213673758600246,-0.0349993672333566,1.72224747456234,0.547727272727273,0.905593461952951,1.02336319864718,10,11
6,"RW","Baseline",88,1.72224747456234,0.547727272727273,-0.00227272727272728,-0.0589282075291085,1.72224747456234,0.547727272727273,1,1,11,10
6,"ElasticNet","Regularization",88,2.82890735025354,0.746144003706204,-0.208365054316901,-0.0327463836181915,1.72224747456234,0.547727272727273,1.64256728027569,1.36225461257564,12,12
12,"Ridge","Regularization",88,1.18688317628824,0.323601218730133,0.00407523569291324,-0.0858675619790794,1.66685604984626,0.536363636363636,0.712048995711245,0.603324306107027,1,2
12,"Ensemble_Median","Ensemble",88,1.18736471935703,0.325304473478434,0.00988362007754685,-0.0662967220286309,1.66685604984626,0.536363636363636,0.712337888725628,0.60649986580725,2,3
12,"XGBoost","Boosting",88,1.18852905850056,0.320195306533291,0.0187286666726736,-0.101772017830605,1.66685604984626,0.536363636363636,0.713036412838516,0.596974300316306,3,1
12,"Factor","Factor",88,1.18873382443917,0.3404788694343,0.00473307621331573,-0.0137905349046569,1.66685604984626,0.536363636363636,0.713159258442746,0.634791112504628,4,6
12,"ElasticNet","Regularization",88,1.18896378572182,0.327027274872057,0.0268428526449347,-0.0196283323109598,1.66685604984626,0.536363636363636,0.713297219535831,0.60971186840553,5,4
12,"LASSO","Regularization",88,1.18972012592419,0.328753740704023,0.027308769374246,-0.0187657003690705,1.66685604984626,0.536363636363636,0.71375097209739,0.6129307030075,6,5
12,"Ensemble_Mean","Ensemble",88,1.19962142465394,0.360307808586057,-0.0223513682647771,-0.0252611454729668,1.66685604984626,0.536363636363636,0.71969107636174,0.671760321092649,7,7
12,"Ensemble_InvRMSE","Ensemble",88,1.19964030055501,0.360864455815507,-0.0237442495065911,-0.0256227836638916,1.66685604984626,0.536363636363636,0.719702400615612,0.672798137961114,8,8
12,"RandomForest","Tree",88,1.20498158411862,0.392357891414142,-0.0525056818181818,-0.0582550395055498,1.66685604984626,0.536363636363636,0.722906806637417,0.731514712806026,9,10
12,"AR(4)","Baseline",88,1.26620278017111,0.387135382062387,0.00953222895831694,-0.0349516867139,1.66685604984626,0.536363636363636,0.759635350807823,0.721777830963771,10,9
12,"BorutaRF","FeatureSelection+Tree",88,1.45668034389003,0.681422727272727,-0.244422916666667,-0.0144342321005367,1.66685604984626,0.536363636363636,0.87390890414585,1.27044915254237,11,12
12,"RW","Baseline",88,1.66685604984626,0.536363636363636,0.00454545454545456,0.00803316550735594,1.66685604984626,0.536363636363636,1,1,12,11
